"","Unique_ID","Gender","Age Group","Marital_Status","State","Product_Category","Total_Orders","Total_Spends","Count"
"6168","1003380_55_0_Southern_Banking_Footwear & Shoes","F","51-55",0,"Karnataka","Footwear & Shoes",3,20237,1
"6169","1003380_55_1_Eastern_Media_Clothing & Apparel","F","51-55",1,"Jharkhand","Clothing & Apparel",3,8714,1
"6170","1003380_55_1_Northern_Automobile_Food","F","51-55",1,"Rajasthan","Food",3,7801,1
"6171","1003384_41_1_Central_Banking_Footwear & Shoes","F","36-45",1,"Delhi","Footwear & Shoes",4,20819,1
"6172","1003384_43_0_Western_IT Sector_Electronics & Gadgets","F","36-45",0,"Maharashtra","Electronics & Gadgets",5,19960,1
"6173","1003384_44_0_Central_Healthcare_Food","F","36-45",0,"Uttar Pradesh","Food",1,19434,1
"6174","1003385_26_0_Central_Hospitality_Electronics & Gadgets","M","26-35",0,"Madhya Pradesh","Electronics & Gadgets",2,7906,1
"6175","1003386_23_0_Eastern_Healthcare_Clothing & Apparel","F","18-25",0,"Bihar","Clothing & Apparel",1,3482,1
"6176","1003386_25_1_Southern_IT Sector_Books","M","18-25",1,"Kerala","Books",2,12776,1
"6177","1003387_22_0_Northern_Food Processing_Electronics & Gadgets","F","18-25",0,"Rajasthan","Electronics & Gadgets",4,7843,1
"6178","1003389_18_0_Western_Govt_Clothing & Apparel","F","18-25",0,"Maharashtra","Clothing & Apparel",3,1868,1
"6179","1003389_19_0_Central_Construction_Food","F","18-25",0,"Madhya Pradesh","Food",1,8327,1
"6180","1003389_23_1_Southern_Govt_Household items","F","18-25",1,"Karnataka","Household items",2,3065,1
"6181","1003389_24_0_Southern_Govt_Furniture","F","18-25",0,"Kerala","Furniture",2,16550,1
"6182","1003389_25_0_Western_Healthcare_Clothing & Apparel","F","18-25",0,"Maharashtra","Clothing & Apparel",3,5247,1
"6183","1003390_48_0_Central_IT Sector_Household items","M","46-50",0,"Uttar Pradesh","Household items",2,2353,1
"6184","1003390_49_0_Western_IT Sector_Clothing & Apparel","M","46-50",0,"Maharashtra","Clothing & Apparel",2,6981,1
"6185","1003390_50_1_Southern_Automobile_Clothing & Apparel","M","46-50",1,"Karnataka","Clothing & Apparel",1,5313,1
"6186","1003391_18_0_Western_Media_Food","F","18-25",0,"Maharashtra","Food",4,19531,1
"6187","1003391_19_0_Central_IT Sector_Food","F","18-25",0,"Uttar Pradesh","Food",2,11975,1
"6188","1003391_20_0_Northern_Aviation_Food","F","18-25",0,"Haryana","Food",4,15519,1
"6189","1003391_20_1_Eastern_Lawyer_Food","M","18-25",1,"Jharkhand","Food",3,15233,1
"6190","1003391_20_1_Southern_Aviation_Clothing & Apparel","F","18-25",1,"Karnataka","Clothing & Apparel",4,7141,1
"6191","1003391_21_1_Northern_Banking_Electronics & Gadgets","F","18-25",1,"Rajasthan","Electronics & Gadgets",2,9708,1
"6192","1003391_21_1_Southern_Banking_Clothing & Apparel","F","18-25",1,"Karnataka","Clothing & Apparel",3,3431,1
"6193","1003391_22_1_Central_Govt_Clothing & Apparel","F","18-25",1,"Uttar Pradesh","Clothing & Apparel",1,7019,1
"6194","1003391_22_1_Central_Media_Electronics & Gadgets","F","18-25",1,"Uttarakhand","Electronics & Gadgets",2,10030,1
"6195","1003391_22_1_Northern_Media_Electronics & Gadgets","F","18-25",1,"Rajasthan","Electronics & Gadgets",1,10030,1
"6196","1003391_24_0_Western_Aviation_Food","F","18-25",0,"Maharashtra","Food",4,19202,1
"6197","1003391_24_1_Southern_Banking_Electronics & Gadgets","F","18-25",1,"Andhra Pradesh","Electronics & Gadgets",1,2256,1
"6198","1003391_24_1_Western_Banking_Pet Care","F","18-25",1,"Maharashtra","Pet Care",1,2160,1
"6199","1003393_37_0_Central_Healthcare_Clothing & Apparel","F","36-45",0,"Madhya Pradesh","Clothing & Apparel",4,8870,1
"6200","1003393_38_0_Southern_Banking_Footwear & Shoes","F","36-45",0,"Karnataka","Footwear & Shoes",3,16443,1
"6201","1003393_38_0_Western_Healthcare_Games & Toys","F","36-45",0,"Maharashtra","Games & Toys",3,6921,1
"6202","1003393_41_0_Central_Healthcare_Electronics & Gadgets","F","36-45",0,"Uttar Pradesh","Electronics & Gadgets",2,6110,1
"6203","1003394_39_1_Central_IT Sector_Food","F","36-45",1,"Madhya Pradesh","Food",4,15892,1
"6204","1003395_29_0_Western_Retail_Sports Products","F","26-35",0,"Maharashtra","Sports Products",3,10677,1
"6205","1003396_31_1_Central_Textile_Footwear & Shoes","F","26-35",1,"Delhi","Footwear & Shoes",4,20875,1
"6206","1003398_19_0_Central_Lawyer_Food","F","18-25",0,"Uttar Pradesh","Food",1,15781,1
"6207","1003399_27_1_Eastern_Chemical_Pet Care","F","26-35",1,"Bihar","Pet Care",3,2157,1
"6208","1003399_30_0_Southern_Hospitality_Clothing & Apparel","F","26-35",0,"Andhra Pradesh","Clothing & Apparel",1,8624,1
"6209","1003399_35_1_Eastern_Chemical_Clothing & Apparel","F","26-35",1,"Bihar","Clothing & Apparel",4,3767,1
"6210","1003400_31_1_Central_IT Sector_Food","F","26-35",1,"Uttar Pradesh","Food",1,15613,1
"6211","1003401_36_0_Central_IT Sector_Office","F","36-45",0,"Delhi","Office",2,944,1
"6212","1003401_37_1_Northern_Healthcare_Electronics & Gadgets","F","36-45",1,"Rajasthan","Electronics & Gadgets",3,10030,1
"6213","1003401_37_1_Southern_Retail_Games & Toys","F","36-45",1,"Andhra Pradesh","Games & Toys",3,16324,1
"6214","1003401_39_0_Western_IT Sector_Footwear & Shoes","F","36-45",0,"Maharashtra","Footwear & Shoes",2,20602,1
"6215","1003401_39_1_Eastern_Healthcare_Clothing & Apparel","F","36-45",1,"Jharkhand","Clothing & Apparel",4,5190,1
"6216","1003401_41_0_Central_Aviation_Food","F","36-45",0,"Uttar Pradesh","Food",2,11439,1
"6217","1003401_41_0_Central_Construction_Footwear & Shoes","F","36-45",0,"Delhi","Footwear & Shoes",2,4532,1
"6218","1003401_43_0_Central_Healthcare_Clothing & Apparel","F","36-45",0,"Uttar Pradesh","Clothing & Apparel",2,8727,1
"6219","1003401_43_0_Western_Construction_Sports Products","F","36-45",0,"Maharashtra","Sports Products",2,2844,1
"6220","1003401_44_1_Central_Agriculture_Beauty","F","36-45",1,"Uttar Pradesh","Beauty",3,4595,1
"6221","1003401_44_1_Western_Govt_Footwear & Shoes","F","36-45",1,"Maharashtra","Footwear & Shoes",2,12784,1
"6222","1003401_45_0_Southern_Chemical_Food","F","36-45",0,"Karnataka","Food",1,11454,1
"6223","1003402_36_0_Central_Chemical_Clothing & Apparel","F","36-45",0,"Uttar Pradesh","Clothing & Apparel",1,5225,1
"6224","1003402_38_0_Central_Healthcare_Footwear & Shoes","F","36-45",0,"Delhi","Footwear & Shoes",4,12621,1
"6225","1003402_38_1_Western_IT Sector_Sports Products","F","36-45",1,"Maharashtra","Sports Products",3,13556,1
"6226","1003402_45_0_Central_Textile_Sports Products","F","36-45",0,"Madhya Pradesh","Sports Products",3,8271,1
"6227","1003403_41_0_Western_Hospitality_Electronics & Gadgets","F","36-45",0,"Maharashtra","Electronics & Gadgets",3,6116,1
"6228","1003403_42_0_Central_Healthcare_Footwear & Shoes","F","36-45",0,"Uttar Pradesh","Footwear & Shoes",2,4054,1
"6229","1003407_49_0_Central_Lawyer_Beauty","M","46-50",0,"Madhya Pradesh","Beauty",2,3148,1
"6230","1003408_35_0_Northern_Food Processing_Food","F","26-35",0,"Haryana","Food",2,19070,1
"6231","1003409_33_0_Central_Hospitality_Food","F","26-35",0,"Madhya Pradesh","Food",4,15217,1
"6232","1003410_38_0_Eastern_IT Sector_Electronics & Gadgets","F","36-45",0,"Bihar","Electronics & Gadgets",2,9721,1
"6233","1003410_39_0_Central_Food Processing_Electronics & Gadgets","F","36-45",0,"Madhya Pradesh","Electronics & Gadgets",3,8110,1
"6234","1003410_39_1_Northern_Automobile_Clothing & Apparel","F","36-45",1,"Himachal Pradesh","Clothing & Apparel",2,7173,1
"6235","1003410_39_1_Southern_Banking_Beauty","F","36-45",1,"Andhra Pradesh","Beauty",3,2982,1
"6236","1003410_40_1_Southern_Hospitality_Clothing & Apparel","F","36-45",1,"Kerala","Clothing & Apparel",2,5307,1
"6237","1003410_41_0_Central_Agriculture_Veterinary","F","36-45",0,"Madhya Pradesh","Veterinary",4,1381,1
"6238","1003410_41_0_Central_Healthcare_Electronics & Gadgets","F","36-45",0,"Uttarakhand","Electronics & Gadgets",1,8016,1
"6239","1003410_41_0_Central_Retail_Pet Care","F","36-45",0,"Uttar Pradesh","Pet Care",2,2057,1
"6240","1003410_41_0_Southern_Healthcare_Electronics & Gadgets","F","36-45",0,"Telangana","Electronics & Gadgets",3,8016,1
"6241","1003410_41_1_Eastern_Lawyer_Electronics & Gadgets","F","36-45",1,"Bihar","Electronics & Gadgets",1,5920,1
"6242","1003410_41_1_Southern_Lawyer_Electronics & Gadgets","F","36-45",1,"Telangana","Electronics & Gadgets",1,5920,1
"6243","1003410_41_1_Southern_Lawyer_Footwear & Shoes","F","36-45",1,"Karnataka","Footwear & Shoes",2,12653,1
"6244","1003410_41_1_Western_Healthcare_Food","F","36-45",1,"Maharashtra","Food",1,15912,1
"6245","1003410_42_0_Central_Healthcare_Electronics & Gadgets","F","36-45",0,"Madhya Pradesh","Electronics & Gadgets",1,7965,1
"6246","1003410_42_0_Southern_Textile_Sports Products","F","36-45",0,"Andhra Pradesh","Sports Products",1,10882,1
"6247","1003410_43_1_Southern_Banking_Footwear & Shoes","F","36-45",1,"Karnataka","Footwear & Shoes",1,8463,1
"6248","1003410_44_0_Northern_Aviation_Electronics & Gadgets","F","36-45",0,"Haryana","Electronics & Gadgets",1,7771,1
"6249","1003411_20_0_Central_Chemical_Beauty","F","18-25",0,"Uttar Pradesh","Beauty",4,1492,1
"6250","1003411_22_0_Northern_IT Sector_Electronics & Gadgets","F","18-25",0,"Rajasthan","Electronics & Gadgets",4,5876,1
"6251","1003411_22_1_Central_Food Processing_Veterinary","F","18-25",1,"Madhya Pradesh","Veterinary",2,1763,1
"6252","1003412_28_1_Central_Textile_Footwear & Shoes","F","26-35",1,"Delhi","Footwear & Shoes",1,16240,1
"6253","1003412_34_0_Western_Aviation_Electronics & Gadgets","F","26-35",0,"Gujarat","Electronics & Gadgets",1,5850,1
"6254","1003413_30_1_Western_Textile_Clothing & Apparel","M","26-35",1,"Maharashtra","Clothing & Apparel",5,7166,1
"6255","1003414_27_0_Central_IT Sector_Clothing & Apparel","F","26-35",0,"Madhya Pradesh","Clothing & Apparel",1,7070,1
"6256","1003414_32_0_Central_IT Sector_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",1,6989,1
"6257","1003415_38_0_Northern_Chemical_Clothing & Apparel","F","36-45",0,"Himachal Pradesh","Clothing & Apparel",1,8867,1
"6258","1003415_42_0_Central_Hospitality_Stationery","M","36-45",0,"Delhi","Stationery",1,21039,1
"6259","1003416_26_0_Southern_Retail_Footwear & Shoes","F","26-35",0,"Karnataka","Footwear & Shoes",2,16156,1
"6260","1003416_27_1_Central_Media_Furniture","F","26-35",1,"Uttarakhand","Furniture",4,20608,1
"6261","1003416_29_0_Northern_Healthcare_Furniture","F","26-35",0,"Himachal Pradesh","Furniture",4,12587,1
"6262","1003416_31_0_Northern_IT Sector_Electronics & Gadgets","F","26-35",0,"Rajasthan","Electronics & Gadgets",4,7792,1
"6263","1003416_31_0_Western_Govt_Beauty","F","26-35",0,"Maharashtra","Beauty",3,4443,1
"6264","1003416_34_0_Southern_Construction_Clothing & Apparel","F","26-35",0,"Kerala","Clothing & Apparel",4,6956,1
"6265","1003417_20_0_Southern_IT Sector_Clothing & Apparel","M","18-25",0,"Kerala","Clothing & Apparel",3,7099,1
"6266","1003418_21_0_Southern_Retail_Food","M","18-25",0,"Andhra Pradesh","Food",3,7920,1
"6267","1003418_24_0_Northern_Automobile_Clothing & Apparel","M","18-25",0,"Haryana","Clothing & Apparel",1,5388,1
"6268","1003418_24_0_Northern_Automobile_Clothing & Apparel","M","18-25",0,"Himachal Pradesh","Clothing & Apparel",1,5388,1
"6269","1003418_25_0_Central_IT Sector_Clothing & Apparel","M","18-25",0,"Delhi","Clothing & Apparel",3,7035,1
"6270","1003420_30_0_Central_Hospitality_Food","M","26-35",0,"Uttar Pradesh","Food",3,7847,1
"6271","1003422_26_1_Central_Healthcare_Decor","F","26-35",1,"Uttar Pradesh","Decor",2,7784,1
"6272","1003422_31_1_Western_Govt_Electronics & Gadgets","F","26-35",1,"Maharashtra","Electronics & Gadgets",4,5847,1
"6273","1003422_34_1_Central_Healthcare_Food","F","26-35",1,"Uttar Pradesh","Food",4,19386,1
"6274","1003423_29_1_Central_IT Sector_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",3,8809,1
"6275","1003423_29_1_Southern_Banking_Footwear & Shoes","F","26-35",1,"Karnataka","Footwear & Shoes",4,20362,1
"6276","1003423_31_0_Central_IT Sector_Clothing & Apparel","F","26-35",0,"Delhi","Clothing & Apparel",1,7119,1
"6277","1003425_18_0_Central_IT Sector_Household items","F","18-25",0,"Uttar Pradesh","Household items",2,3115,1
"6278","1003425_19_0_Southern_IT Sector_Electronics & Gadgets","M","18-25",0,"Andhra Pradesh","Electronics & Gadgets",2,8038,1
"6279","1003425_19_0_Western_IT Sector_Household items","F","18-25",0,"Maharashtra","Household items",1,3053,1
"6280","1003425_23_0_Central_Healthcare_Pet Care","F","18-25",0,"Uttar Pradesh","Pet Care",2,3451,1
"6281","1003425_23_0_Central_IT Sector_Beauty","F","18-25",0,"Madhya Pradesh","Beauty",4,1502,1
"6282","1003425_24_0_Western_IT Sector_Household items","F","18-25",0,"Maharashtra","Household items",1,3076,1
"6283","1003426_27_1_Southern_Chemical_Clothing & Apparel","F","26-35",1,"Karnataka","Clothing & Apparel",4,3767,1
"6284","1003430_47_1_Central_Aviation_Household items","M","46-50",1,"Uttar Pradesh","Household items",1,2312,1
"6285","1003430_47_1_Eastern_Aviation_Electronics & Gadgets","M","46-50",1,"Bihar","Electronics & Gadgets",2,7974,1
"6286","1003430_48_0_Central_Healthcare_Food","M","46-50",0,"Uttar Pradesh","Food",1,3935,1
"6287","1003430_49_0_Western_Aviation_Food","M","46-50",0,"Gujarat","Food",1,7914,1
"6288","1003431_50_1_Southern_Govt_Food","M","46-50",1,"Andhra Pradesh","Food",3,4220,1
"6289","1003432_30_0_Central_IT Sector_Footwear & Shoes","F","26-35",0,"Uttar Pradesh","Footwear & Shoes",4,16216,1
"6290","1003434_18_1_Northern_Aviation_Pet Care","F","18-25",1,"Haryana","Pet Care",4,1462,1
"6291","1003434_20_0_Southern_Aviation_Clothing & Apparel","F","18-25",0,"Kerala","Clothing & Apparel",1,8732,1
"6292","1003436_37_1_Central_Govt_Furniture","M","36-45",1,"Uttarakhand","Furniture",3,15944,1
"6293","1003437_27_0_Eastern_Govt_Food","M","26-35",0,"Jharkhand","Food",1,11410,1
"6294","1003437_30_1_Western_Healthcare_Furniture","M","26-35",1,"Maharashtra","Furniture",2,16364,1
"6295","1003437_34_0_Northern_Textile_Electronics & Gadgets","M","26-35",0,"Rajasthan","Electronics & Gadgets",4,9771,1
"6296","1003438_31_0_Central_Construction_Clothing & Apparel","M","26-35",0,"Uttar Pradesh","Clothing & Apparel",5,10876,1
"6297","1003441_29_0_Northern_Construction_Clothing & Apparel","M","26-35",0,"Haryana","Clothing & Apparel",4,8824,1
"6298","1003441_29_0_Western_Textile_Food","M","26-35",0,"Gujarat","Food",3,11855,1
"6299","1003443_41_1_Western_Healthcare_Furniture","M","36-45",1,"Gujarat","Furniture",1,11971,1
"6300","1003445_36_0_Southern_Chemical_Electronics & Gadgets","M","36-45",0,"Karnataka","Electronics & Gadgets",3,4036,1
"6301","1003445_41_0_Southern_Healthcare_Clothing & Apparel","M","36-45",0,"Karnataka","Clothing & Apparel",2,8598,1
"6302","1003445_43_0_Western_Healthcare_Clothing & Apparel","M","36-45",0,"Gujarat","Clothing & Apparel",4,8708,1
"6303","1003447_26_1_Central_Hospitality_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",4,7192,1
"6304","1003449_34_1_Central_Aviation_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",2,5351,1
"6305","1003450_28_0_Central_IT Sector_Electronics & Gadgets","F","26-35",0,"Uttar Pradesh","Electronics & Gadgets",3,7938,1
"6306","1003450_30_0_Southern_Healthcare_Food","F","26-35",0,"Karnataka","Food",1,11374,1
"6307","1003452_33_0_Western_Healthcare_Beauty","F","26-35",0,"Maharashtra","Beauty",1,2994,1
"6308","1003453_39_1_Southern_Govt_Electronics & Gadgets","F","36-45",1,"Andhra Pradesh","Electronics & Gadgets",1,7843,1
"6309","1003454_18_1_Central_IT Sector_Food","F","18-25",1,"Uttar Pradesh","Food",2,15531,1
"6310","1003454_20_1_Western_Lawyer_Tupperware","F","18-25",1,"Gujarat","Tupperware",3,8476,1
"6311","1003454_22_0_Eastern_Aviation_Furniture","F","18-25",0,"Bihar","Furniture",2,8001,1
"6312","1003454_22_0_Western_Aviation_Electronics & Gadgets","F","18-25",0,"Maharashtra","Electronics & Gadgets",2,6048,1
"6313","1003454_24_1_Central_IT Sector_Food","F","18-25",1,"Madhya Pradesh","Food",2,15886,1
"6314","1003454_25_0_Western_IT Sector_Clothing & Apparel","F","18-25",0,"Maharashtra","Clothing & Apparel",3,6873,1
"6315","1003456_28_0_Southern_Aviation_Electronics & Gadgets","F","26-35",0,"Kerala","Electronics & Gadgets",3,4088,1
"6316","1003456_35_0_Western_Healthcare_Clothing & Apparel","F","26-35",0,"Maharashtra","Clothing & Apparel",3,1861,1
"6317","1003457_28_0_Northern_Aviation_Food","F","26-35",0,"Rajasthan","Food",1,11693,1
"6318","1003457_33_1_Central_Aviation_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",4,8072,1
"6319","1003458_46_1_Southern_IT Sector_Footwear & Shoes","F","46-50",1,"Karnataka","Footwear & Shoes",2,12555,1
"6320","1003458_48_0_Northern_Retail_Games & Toys","F","46-50",0,"Haryana","Games & Toys",1,16061,1
"6321","1003458_48_0_Southern_Lawyer_Footwear & Shoes","F","46-50",0,"Karnataka","Footwear & Shoes",2,4651,1
"6322","1003458_50_0_Central_IT Sector_Clothing & Apparel","F","46-50",0,"Uttar Pradesh","Clothing & Apparel",3,6918,1
"6323","1003458_50_0_Southern_Chemical_Food","F","46-50",0,"Andhra Pradesh","Food",2,19586,1
"6324","1003458_50_1_Eastern_Retail_Clothing & Apparel","F","46-50",1,"Jharkhand","Clothing & Apparel",4,6901,1
"6325","1003462_28_1_Central_Textile_Electronics & Gadgets","M","26-35",1,"Madhya Pradesh","Electronics & Gadgets",1,3965,1
"6326","1003462_30_0_Southern_IT Sector_Clothing & Apparel","M","26-35",0,"Karnataka","Clothing & Apparel",3,7010,1
"6327","1003462_32_1_Southern_Textile_Pet Care","M","26-35",1,"Andhra Pradesh","Pet Care",3,2740,1
"6328","1003463_31_1_Southern_Media_Electronics & Gadgets","F","26-35",1,"Andhra Pradesh","Electronics & Gadgets",3,10009,1
"6329","1003464_26_0_Eastern_IT Sector_Games & Toys","M","26-35",0,"Bihar","Games & Toys",3,9669,1
"6330","1003464_26_1_Southern_Aviation_Food","M","26-35",1,"Karnataka","Food",2,15241,1
"6331","1003464_29_1_Eastern_Aviation_Electronics & Gadgets","M","26-35",1,"Jharkhand","Electronics & Gadgets",4,7779,1
"6332","1003464_31_0_Northern_Aviation_Food","M","26-35",0,"Himachal Pradesh","Food",1,8329,1
"6333","1003464_32_0_Central_Automobile_Electronics & Gadgets","M","26-35",0,"Madhya Pradesh","Electronics & Gadgets",2,9837,1
"6334","1003465_28_1_Central_Banking_Electronics & Gadgets","F","26-35",1,"Delhi","Electronics & Gadgets",1,7782,1
"6335","1003465_28_1_Northern_Banking_Electronics & Gadgets","F","26-35",1,"Haryana","Electronics & Gadgets",1,7782,1
"6336","1003465_32_1_Northern_Banking_Electronics & Gadgets","F","26-35",1,"Haryana","Electronics & Gadgets",2,9986,1
"6337","1003465_32_1_Northern_Banking_Electronics & Gadgets","F","26-35",1,"Punjab","Electronics & Gadgets",2,9986,1
"6338","1003465_33_0_Southern_Agriculture_Clothing & Apparel","F","26-35",0,"Karnataka","Clothing & Apparel",2,3525,1
"6339","1003466_35_0_Southern_Chemical_Electronics & Gadgets","F","26-35",0,"Andhra Pradesh","Electronics & Gadgets",4,7907,1
"6340","1003467_33_0_Central_Healthcare_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",1,7043,1
"6341","1003468_26_1_Central_IT Sector_Footwear & Shoes","F","26-35",1,"Delhi","Footwear & Shoes",2,20659,1
"6342","1003469_46_1_Southern_IT Sector_Food","F","46-50",1,"Andhra Pradesh","Food",4,11992,1
"6343","1003469_47_0_Western_Govt_Food","F","46-50",0,"Maharashtra","Food",3,15830,1
"6344","1003469_47_1_Eastern_IT Sector_Food","F","46-50",1,"Jharkhand","Food",1,4372,1
"6345","1003469_47_1_Southern_Healthcare_Food","F","46-50",1,"Telangana","Food",2,15223,1
"6346","1003469_47_1_Southern_Lawyer_Footwear & Shoes","F","46-50",1,"Karnataka","Footwear & Shoes",1,16717,1
"6347","1003469_49_0_Central_IT Sector_Pet Care","F","46-50",0,"Uttar Pradesh","Pet Care",3,3515,1
"6348","1003469_50_0_Eastern_IT Sector_Clothing & Apparel","F","46-50",0,"Bihar","Clothing & Apparel",1,7190,1
"6349","1003469_50_1_Central_Media_Clothing & Apparel","F","46-50",1,"Uttar Pradesh","Clothing & Apparel",4,8613,1
"6350","1003471_18_0_Northern_Aviation_Electronics & Gadgets","F","18-25",0,"Haryana","Electronics & Gadgets",4,10051,1
"6351","1003471_18_0_Western_Retail_Furniture","F","18-25",0,"Maharashtra","Furniture",2,15918,1
"6352","1003471_19_1_Central_IT Sector_Electronics & Gadgets","F","18-25",1,"Delhi","Electronics & Gadgets",4,8005,1
"6353","1003471_19_1_Northern_Banking_Clothing & Apparel","F","18-25",1,"Haryana","Clothing & Apparel",3,6889,1
"6354","1003471_19_1_Southern_IT Sector_Electronics & Gadgets","F","18-25",1,"Andhra Pradesh","Electronics & Gadgets",1,8005,1
"6355","1003471_20_0_Southern_Lawyer_Household items","F","18-25",0,"Karnataka","Household items",1,2302,1
"6356","1003471_20_1_Southern_Healthcare_Games & Toys","F","18-25",1,"Karnataka","Games & Toys",3,16133,1
"6357","1003471_21_1_Central_IT Sector_Tupperware","F","18-25",1,"Uttar Pradesh","Tupperware",4,16954,1
"6358","1003471_22_1_Central_Aviation_Footwear & Shoes","F","18-25",1,"Madhya Pradesh","Footwear & Shoes",3,4234,1
"6359","1003472_29_1_Central_Media_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",2,7981,1
"6360","1003472_32_0_Central_Media_Clothing & Apparel","M","26-35",0,"Uttar Pradesh","Clothing & Apparel",3,7005,1
"6361","1003473_37_0_Central_Media_Food","M","36-45",0,"Uttar Pradesh","Food",1,15523,1
"6362","1003473_41_1_Northern_IT Sector_Food","M","36-45",1,"Punjab","Food",2,11804,1
"6363","1003474_42_0_Northern_Govt_Food","F","36-45",0,"Haryana","Food",4,11633,1
"6364","1003474_42_1_Eastern_IT Sector_Clothing & Apparel","F","36-45",1,"Jharkhand","Clothing & Apparel",1,5472,1
"6365","1003474_43_0_Central_Construction_Household items","M","36-45",0,"Madhya Pradesh","Household items",2,3118,1
"6366","1003474_45_1_Northern_Govt_Electronics & Gadgets","F","36-45",1,"Punjab","Electronics & Gadgets",2,7778,1
"6367","1003475_26_0_Central_Retail_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",1,7030,1
"6368","1003475_26_0_Western_Govt_Food","F","26-35",0,"Maharashtra","Food",3,11384,1
"6369","1003475_29_1_Southern_IT Sector_Footwear & Shoes","M","26-35",1,"Andhra Pradesh","Footwear & Shoes",4,20515,1
"6370","1003475_30_1_Eastern_Construction_Electronics & Gadgets","F","26-35",1,"Jharkhand","Electronics & Gadgets",3,7981,1
"6371","1003475_32_1_Central_Construction_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",1,5849,1
"6372","1003475_32_1_Southern_IT Sector_Footwear & Shoes","M","26-35",1,"Karnataka","Footwear & Shoes",3,8109,1
"6373","1003475_33_1_Central_Media_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",2,5937,1
"6374","1003475_34_1_Central_Lawyer_Food","F","26-35",1,"Uttar Pradesh","Food",4,15190,1
"6375","1003476_51_0_Central_Hospitality_Beauty","F","51-55",0,"Delhi","Beauty",4,4632,1
"6376","1003476_51_0_Central_Media_Clothing & Apparel","F","51-55",0,"Delhi","Clothing & Apparel",3,7132,1
"6377","1003476_51_0_Central_Media_Food","F","51-55",0,"Delhi","Food",4,12066,1
"6378","1003476_51_0_Southern_Aviation_Footwear & Shoes","F","51-55",0,"Karnataka","Footwear & Shoes",4,16419,1
"6379","1003476_51_1_Central_Banking_Footwear & Shoes","F","51-55",1,"Madhya Pradesh","Footwear & Shoes",4,12180,1
"6380","1003476_51_1_Northern_Banking_Footwear & Shoes","F","51-55",1,"Himachal Pradesh","Footwear & Shoes",3,12180,1
"6381","1003476_52_0_Western_Aviation_Footwear & Shoes","F","51-55",0,"Gujarat","Footwear & Shoes",4,12529,1
"6382","1003476_52_1_Western_IT Sector_Clothing & Apparel","F","51-55",1,"Maharashtra","Clothing & Apparel",3,6873,1
"6383","1003476_53_0_Central_Aviation_Clothing & Apparel","F","51-55",0,"Delhi","Clothing & Apparel",1,3598,1
"6384","1003476_53_0_Northern_Food Processing_Clothing & Apparel","F","51-55",0,"Himachal Pradesh","Clothing & Apparel",4,5436,1
"6385","1003476_53_0_Southern_Govt_Clothing & Apparel","F","51-55",0,"Kerala","Clothing & Apparel",2,7002,1
"6386","1003476_53_0_Southern_IT Sector_Footwear & Shoes","F","51-55",0,"Karnataka","Footwear & Shoes",3,16681,1
"6387","1003476_54_0_Southern_Govt_Food","F","51-55",0,"Karnataka","Food",4,19300,1
"6388","1003476_54_1_Western_Banking_Food","F","51-55",1,"Maharashtra","Food",3,15609,1
"6389","1003476_55_0_Central_Media_Food","F","51-55",0,"Uttar Pradesh","Food",2,15185,1
"6390","1003476_55_0_Northern_Media_Food","F","51-55",0,"Haryana","Food",1,15369,1
"6391","1003476_55_1_Central_Automobile_Footwear & Shoes","F","51-55",1,"Uttar Pradesh","Footwear & Shoes",3,12783,1
"6392","1003476_55_1_Central_Banking_Footwear & Shoes","F","51-55",1,"Uttar Pradesh","Footwear & Shoes",4,16937,1
"6393","1003476_55_1_Southern_Healthcare_Footwear & Shoes","F","51-55",1,"Karnataka","Footwear & Shoes",1,8524,1
"6394","1003477_51_0_Southern_Food Processing_Clothing & Apparel","M","51-55",0,"Karnataka","Clothing & Apparel",1,6908,1
"6395","1003477_53_0_Southern_Retail_Sports Products","M","51-55",0,"Andhra Pradesh","Sports Products",2,13195,1
"6396","1003477_55_1_Central_Automobile_Clothing & Apparel","M","51-55",1,"Uttar Pradesh","Clothing & Apparel",1,8741,1
"6397","1003477_55_1_Northern_Healthcare_Books","M","51-55",1,"Himachal Pradesh","Books",4,13083,1
"6398","1003479_18_1_Southern_Banking_Food","F","18-25",1,"Telangana","Food",2,11885,1
"6399","1003479_22_1_Northern_Hospitality_Clothing & Apparel","F","18-25",1,"Himachal Pradesh","Clothing & Apparel",1,7024,1
"6400","1003481_18_1_Western_Hospitality_Pet Care","F","18-25",1,"Maharashtra","Pet Care",3,2754,1
